make,model,category,year,interval_miles,interval_months,service_category,description
Mazda,Mazda3,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,Mazda3,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,Mazda3,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Mazda,Mazda3,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,Mazda3,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,Mazda3,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,Mazda3,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Mazda,Mazda3,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,Mazda3,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,Mazda3,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,Mazda3,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Mazda,Mazda3,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,Mazda3,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,Mazda3,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,CX-5,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Mazda,CX-5,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,CX-5,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,CX-5,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,CX-5,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Mazda,CX-5,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,CX-5,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,CX-5,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,CX-5,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Mazda,CX-5,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,CX-5,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,CX-5,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,CX-5,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Mazda,CX-5,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,CX-5,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,CX-5,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,CX-5,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Mazda,CX-5,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,CX-5,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,CX-5,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,Mazda6,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Mazda,Mazda6,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,Mazda6,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,Mazda6,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,Mazda6,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Mazda,Mazda6,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,Mazda6,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,Mazda6,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,Mazda6,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Mazda,Mazda6,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,Mazda6,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,Mazda6,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,Mazda6,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Mazda,Mazda6,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,Mazda6,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,Mazda6,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,Mazda6,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Mazda,Mazda6,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,Mazda6,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,Mazda6,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,MX-5 Miata,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Mazda,MX-5 Miata,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,MX-5 Miata,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,MX-5 Miata,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,MX-5 Miata,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Mazda,MX-5 Miata,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,MX-5 Miata,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,MX-5 Miata,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,MX-5 Miata,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Mazda,MX-5 Miata,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,MX-5 Miata,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,MX-5 Miata,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,MX-5 Miata,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Mazda,MX-5 Miata,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,MX-5 Miata,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,MX-5 Miata,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mazda,MX-5 Miata,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Mazda,MX-5 Miata,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mazda,MX-5 Miata,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mazda,MX-5 Miata,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Jetta,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Jetta,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Jetta,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Jetta,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Jetta,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Jetta,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Jetta,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Jetta,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Jetta,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Jetta,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Jetta,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Jetta,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Jetta,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Jetta,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Jetta,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Jetta,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Jetta,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Jetta,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Jetta,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Jetta,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Tiguan,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Tiguan,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Tiguan,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Tiguan,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Tiguan,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Tiguan,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Tiguan,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Tiguan,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Tiguan,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Tiguan,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Tiguan,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Tiguan,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Tiguan,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Tiguan,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Tiguan,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Tiguan,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Tiguan,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Tiguan,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Tiguan,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Tiguan,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Arteon,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Arteon,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Arteon,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Arteon,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Arteon,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Arteon,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Arteon,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Arteon,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Arteon,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Arteon,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Arteon,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Arteon,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Arteon,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Arteon,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Arteon,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Arteon,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Arteon,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Arteon,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Arteon,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Arteon,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Golf R,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Golf R,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Golf R,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Golf R,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Golf R,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Golf R,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Golf R,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Golf R,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Golf R,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Golf R,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Golf R,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Golf R,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Golf R,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Golf R,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Golf R,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Golf R,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Volkswagen,Golf R,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Volkswagen,Golf R,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Volkswagen,Golf R,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Volkswagen,Golf R,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,3 Series,Standard,2014,5000,6,Oil Service,Engine oil & filter change
BMW,3 Series,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,3 Series,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,3 Series,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,3 Series,Standard,2017,5000,6,Oil Service,Engine oil & filter change
BMW,3 Series,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,3 Series,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,3 Series,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,3 Series,Standard,2020,5000,6,Oil Service,Engine oil & filter change
BMW,3 Series,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,3 Series,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,3 Series,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,3 Series,Standard,2023,5000,6,Oil Service,Engine oil & filter change
BMW,3 Series,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,3 Series,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,3 Series,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,3 Series,Standard,2026,5000,6,Oil Service,Engine oil & filter change
BMW,3 Series,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,3 Series,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,3 Series,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,X3,Standard,2014,5000,6,Oil Service,Engine oil & filter change
BMW,X3,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,X3,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,X3,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,X3,Standard,2017,5000,6,Oil Service,Engine oil & filter change
BMW,X3,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,X3,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,X3,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,X3,Standard,2020,5000,6,Oil Service,Engine oil & filter change
BMW,X3,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,X3,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,X3,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,X3,Standard,2023,5000,6,Oil Service,Engine oil & filter change
BMW,X3,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,X3,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,X3,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,X3,Standard,2026,5000,6,Oil Service,Engine oil & filter change
BMW,X3,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,X3,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,X3,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,5 Series,Standard,2014,5000,6,Oil Service,Engine oil & filter change
BMW,5 Series,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,5 Series,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,5 Series,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,5 Series,Standard,2017,5000,6,Oil Service,Engine oil & filter change
BMW,5 Series,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,5 Series,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,5 Series,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,5 Series,Standard,2020,5000,6,Oil Service,Engine oil & filter change
BMW,5 Series,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,5 Series,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,5 Series,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,5 Series,Standard,2023,5000,6,Oil Service,Engine oil & filter change
BMW,5 Series,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,5 Series,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,5 Series,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,5 Series,Standard,2026,5000,6,Oil Service,Engine oil & filter change
BMW,5 Series,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,5 Series,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,5 Series,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,M4,Standard,2014,5000,6,Oil Service,Engine oil & filter change
BMW,M4,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,M4,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,M4,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,M4,Standard,2017,5000,6,Oil Service,Engine oil & filter change
BMW,M4,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,M4,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,M4,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,M4,Standard,2020,5000,6,Oil Service,Engine oil & filter change
BMW,M4,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,M4,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,M4,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,M4,Standard,2023,5000,6,Oil Service,Engine oil & filter change
BMW,M4,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,M4,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,M4,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
BMW,M4,Standard,2026,5000,6,Oil Service,Engine oil & filter change
BMW,M4,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
BMW,M4,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
BMW,M4,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,C-Class,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,C-Class,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,C-Class,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,C-Class,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,C-Class,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,C-Class,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,C-Class,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,C-Class,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,C-Class,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,C-Class,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,C-Class,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,C-Class,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,C-Class,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,C-Class,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,C-Class,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,C-Class,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,C-Class,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,C-Class,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,C-Class,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,C-Class,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,GLC,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,GLC,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,GLC,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,GLC,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,GLC,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,GLC,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,GLC,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,GLC,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,GLC,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,GLC,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,GLC,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,GLC,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,GLC,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,GLC,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,GLC,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,GLC,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,GLC,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,GLC,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,GLC,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,GLC,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,E-Class,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,E-Class,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,E-Class,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,E-Class,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,E-Class,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,E-Class,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,E-Class,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,E-Class,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,E-Class,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,E-Class,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,E-Class,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,E-Class,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,E-Class,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,E-Class,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,E-Class,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,E-Class,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,E-Class,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,E-Class,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,E-Class,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,E-Class,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,AMG GT,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,AMG GT,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,AMG GT,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,AMG GT,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,AMG GT,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,AMG GT,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,AMG GT,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,AMG GT,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,AMG GT,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,AMG GT,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,AMG GT,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,AMG GT,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,AMG GT,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Mercedes-Benz,AMG GT,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Mercedes-Benz,AMG GT,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Mercedes-Benz,AMG GT,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Mercedes-Benz,AMG GT,Standard,2026,5000,6,Oil Service,Engine oil & filter change
